# 18/05/16更新
#  粒子の種類と初期濃度リスト。リストの最初は電子"e"とすること
# 300K

2	N2	2.445397E+24
3	O2	2.199627E+25
4	H2O	0.000000E+00
5	e	0.000000E+00
6	N2v1	3.422121E+19
7	N2v2	5.494465E+14
8	N2v3	1.012137E+10
9	N2v4	2.139130E+05
10	N2v5	5.187034E+00
11	N2v6	1.443062E-04
12	N2v7	4.606114E-09
13	N2v8	1.686819E-13
14	N2A1	0.000000E+00
15	N2A2	0.000000E+00
16	N2B	0.000000E+00
17	N2ad	0.000000E+00
18	N2C	0.000000E+00
19	N2E	0.000000E+00
20	N(S)	0.000000E+00
21	N(D)	0.000000E+00
22	N2p	0.000000E+00
23	N2Bp	0.000000E+00
24	O2v1	1.259418E+22
25	O2v2	8.089248E+18
26	O2v3	5.828589E+15
27	O2v4	4.711248E+12
28	O2a	0.000000E+00
29	O2b	0.000000E+00
30	O2A	0.000000E+00
31	O(P)	0.000000E+00
32	O(D)	0.000000E+00
33	O(S)	0.000000E+00
34	O2p	0.000000E+00
35	O2m	0.000000E+00
36	Om	0.000000E+00
37	H2Ov2	0.000000E+00
38	H2Ov1	0.000000E+00
39	H2Ov3	0.000000E+00
40	H	0.000000E+00
41	OH	0.000000E+00
42	H2	0.000000E+00
43	H2Op	0.000000E+00
44	OHm	0.000000E+00
45	Hm	0.000000E+00
46	O3	0.000000E+00
47	NO	0.000000E+00
48	H2O2	0.000000E+00
49	HO2	0.000000E+00
50	NO2	0.000000E+00
51	N2O	0.000000E+00
52	NO(A)	0.000000E+00
53	NH	0.000000E+00
54	HNO2	0.000000E+00
55	HNO3	0.000000E+00
56	HNO	0.000000E+00
57	N4p	0.000000E+00
58	O4p	0.000000E+00
59	N2O2p	0.000000E+00
60	O2pH2O	0.000000E+00
61	H3Op	0.000000E+00
62	H3OpH2O	0.000000E+00
63	H3OpH2O2	0.000000E+00
64	H3OpH2O3	0.000000E+00
